separate_mechanism	mover_ch	motion_en	time	date	mover_en	type	motion_ch	vote_number
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 52)	16:23:39	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號52）	[u'51']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 59 (VOTE NO. 243)	12:29:22	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目59的修正案 （表決編號243）	[u'222']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 53)	16:25:29	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號53）	[u'52']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 59 (VOTE NO. 244)	12:31:06	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目59的修正案 （表決編號244）	[u'223']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 54)	16:27:21	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號54）	[u'53']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 59 (VOTE NO. 245)	12:32:51	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目59的修正案 （表決編號245）	[u'224']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 55)	16:29:09	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號55）	[u'54']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 59 (VOTE NO. 246)	12:34:36	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目59的修正案 （表決編號246）	[u'225']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 56)	16:53:52	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號56）	[u'55']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 59 (VOTE NO. 247)	12:36:28	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目59的修正案 （表決編號247）	[u'226']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 57)	16:55:54	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號57）	[u'56']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 59 (VOTE NO. 248)	12:38:13	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目59的修正案 （表決編號248）	[u'227']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 58)	16:57:48	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號58）	[u'57']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 59 (VOTE NO. 249)	12:40:00	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目59的修正案 （表決編號249）	[u'228']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 59)	16:59:39	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號59）	[u'58']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 59 (VOTE NO. 250)	12:41:47	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目59的修正案 （表決編號250）	[u'229']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 60)	17:01:31	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號60）	[u'59']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 62 (VOTE NO. 251)	12:43:33	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目62的修正案 （表決編號251）	[u'230']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 61)	17:03:17	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號61）	[u'60']
Yes	陳偉業	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 62 (VOTE NO. 252)	12:45:17	15/05/2013	Albert CHAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目62的修正案 （表決編號252）	[u'231']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 62)	17:05:06	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號62）	[u'61']
Yes	陳偉業	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 62 (VOTE NO. 253)	12:47:04	15/05/2013	Albert CHAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目62的修正案 （表決編號253）	[u'232']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 63)	17:06:54	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號63）	[u'62']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 63 (VOTE NO. 254)	12:48:49	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目63的修正案 （表決編號254）	[u'233']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 64)	17:08:41	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號64）	[u'63']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 63 (VOTE NO. 255)	12:50:32	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目63的修正案 （表決編號255）	[u'234']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 65)	17:10:27	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號65）	[u'64']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 63 (VOTE NO. 256)	12:52:20	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目63的修正案 （表決編號256）	[u'235']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 66)	17:12:14	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號66）	[u'65']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 63 (VOTE NO. 257)	12:54:03	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目63的修正案 （表決編號257）	[u'236']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 67)	17:14:04	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號67）	[u'66']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 63 (VOTE NO. 258)	12:55:43	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目63的修正案 （表決編號258）	[u'237']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 68)	17:15:55	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號68）	[u'67']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 70 (VOTE NO. 260)	12:57:44	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目70的修正案 （表決編號260）	[u'238']
Yes	范國威	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 69)	17:17:43	14/05/2013	Gary FAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號69）	[u'68']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 70 (VOTE NO. 261)	12:59:36	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目70的修正案 （表決編號261）	[u'239']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 70)	17:19:38	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號70）	[u'69']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 70 (VOTE NO. 262)	14:09:18	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目70的修正案 （表決編號262）	[u'240']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 71)	17:21:26	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號71）	[u'70']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 70 (VOTE NO. 263)	14:11:36	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目70的修正案 （表決編號263）	[u'241']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 72)	17:23:30	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號72）	[u'71']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 70 (VOTE NO. 264)	14:13:23	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目70的修正案 （表決編號264）	[u'242']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 73)	17:25:19	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號73）	[u'72']
Yes	陳偉業	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 70 (VOTE NO. 265)	14:15:09	15/05/2013	Albert CHAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目70的修正案 （表決編號265）	[u'243']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 74)	17:27:09	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號74）	[u'73']
Yes	陳偉業	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 70 (VOTE NO. 266)	14:16:55	15/05/2013	Albert CHAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目70的修正案 （表決編號266）	[u'244']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 75)	17:28:56	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號75）	[u'74']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 70 (VOTE NO. 267)	14:18:40	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目70的修正案 （表決編號267）	[u'245']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 76)	17:30:46	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號76）	[u'75']
Yes	陳偉業	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 70 (VOTE NO. 268)	14:20:34	15/05/2013	Albert CHAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目70的修正案 （表決編號268）	[u'246']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 77)	17:32:34	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號77）	[u'76']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 70 (VOTE NO. 269)	14:22:22	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目70的修正案 （表決編號269）	[u'247']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 78)	17:34:19	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號78）	[u'77']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 270)	14:24:13	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號270）	[u'248']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 79)	17:36:04	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號79）	[u'78']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 271)	14:26:03	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號271）	[u'249']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 80)	17:37:51	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號80）	[u'79']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 272)	14:27:47	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號272）	[u'250']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 81)	17:39:40	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號81）	[u'80']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 273)	14:29:36	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號273）	[u'251']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 82)	17:41:30	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號82）	[u'81']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 274)	14:31:27	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號274）	[u'252']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 83)	17:43:19	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號83）	[u'82']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 275)	14:33:28	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號275）	[u'253']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 84)	17:45:09	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號84）	[u'83']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 276)	14:35:21	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號276）	[u'254']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 85)	17:46:57	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號85）	[u'84']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 277)	14:37:14	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號277）	[u'255']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 86)	17:48:47	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號86）	[u'85']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 278)	14:39:06	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號278）	[u'256']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 87)	17:50:40	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號87）	[u'86']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 279)	14:40:53	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號279）	[u'257']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 88)	17:52:36	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號88）	[u'87']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 280)	14:42:51	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號280）	[u'258']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 89)	17:54:31	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號89）	[u'88']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 72 (VOTE NO. 281)	14:44:38	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目72的修正案 （表決編號281）	[u'259']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 90)	17:56:17	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號90）	[u'89']
Yes	陳偉業	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 74 (VOTE NO. 282)	14:46:29	15/05/2013	Albert CHAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目74的修正案 （表決編號282）	[u'260']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 91)	17:58:07	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號91）	[u'90']
Yes	陳偉業	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 74 (VOTE NO. 283)	14:48:19	15/05/2013	Albert CHAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目74的修正案 （表決編號283）	[u'261']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 92)	17:59:55	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號92）	[u'91']
Yes	陳偉業	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 74 (VOTE NO. 284)	14:50:11	15/05/2013	Albert CHAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目74的修正案 （表決編號284）	[u'262']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 93)	18:01:39	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號93）	[u'92']
Yes	陳偉業	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 74 (VOTE NO. 285)	14:52:07	15/05/2013	Albert CHAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目74的修正案 （表決編號285）	[u'263']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 94)	18:03:26	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號94）	[u'93']
Yes	陳偉業	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 76 (VOTE NO. 286)	14:53:57	15/05/2013	Albert CHAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目76的修正案 （表決編號286）	[u'264']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 95)	18:05:12	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號95）	[u'94']
Yes	陳偉業	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 76 (VOTE NO. 287)	14:55:47	15/05/2013	Albert CHAN	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目76的修正案 （表決編號287）	[u'265']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 96)	18:07:01	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號96）	[u'95']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 79 (VOTE NO. 288)	14:57:43	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目79的修正案 （表決編號288）	[u'266']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 97)	18:08:53	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號97）	[u'96']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 80 (VOTE NO. 289)	14:59:30	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目80的修正案 （表決編號289）	[u'267']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 98)	18:10:45	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號98）	[u'97']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 80 (VOTE NO. 290)	15:01:25	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目80的修正案 （表決編號290）	[u'268']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 99)	18:12:27	14/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號99）	[u'98']
Yes	梁國雄	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 80 (VOTE NO. 291)	15:03:15	15/05/2013	LEUNG Kwok-hung	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目80的修正案 （表決編號291）	[u'269']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 21 (VOTE NO. 100)	18:14:20	14/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目21的修正案 （表決編號100）	[u'99']
Yes	陳志全	APPROPRIATION BILL 2013 - COMMITTEE STAGE - AMENDMENT TO HEAD 80 (VOTE NO. 292)	15:05:03	15/05/2013	CHAN Chi-chuen	Member	《2013年撥款條例草案》－ 全體委員會審議階段 － 總目80的修正案 （表決編號292）	[u'270']
